FTL_Bronze_Column,FTL_Data_Type,PI_Silver_Column,PI_Silver_Table,PI_Gold_Column,PI_Gold_Table,Classification,Confidence,Mapping_Reason,BR_ID,GAP_ID,Transformation,Notes
AGENT_ID,TEXT,USER_ID,SLV_USAGE_MASTER,—,—,RENAME,Medium,Semantic mapping - agents represent users in contact center context,BR-005,—,AGENT_ID AS USER_ID,[ASSUMPTION] Requires business confirmation
AGENT_ID,TEXT,USER_ID,SLV_USER_FIRST_ACTIVE,—,—,RENAME,Medium,Semantic mapping - agents represent users in contact center context,BR-005,—,AGENT_ID AS USER_ID,[ASSUMPTION] Requires business confirmation
AGENT_ID,TEXT,—,—,ACTIVE_USERS,GLD_AGGREGATE,GRAIN_CHANGE,High,Aggregated to distinct count for user activity metric,BR-008,—,"COUNT(DISTINCT AGENT_ID) WHERE IS_ACTIVE = true GROUP BY DATE, REGION, SEGMENT",Aggregation to user count
DIRECTION,TEXT,DIRECTION,SLV_COMBINED_CHANNELS,—,—,DIRECT_MATCH,High,Distinct values match (Inbound/Outbound vs INBOUND/OUTBOUND) - only case differs,—,—,None,Case insensitive match confirmed
MODALITY,TEXT,MODALITY,SLV_COMBINED_CHANNELS,—,—,DIRECT_MATCH,High,"Distinct values confirmed overlapping (Email, SMS, Chat) - semantic match",—,—,None,Direct pass-through
CHANNEL,TEXT,CHANNEL,SLV_COMBINED_CHANNELS,—,—,DIRECT_MATCH,High,"Distinct values match (Video, Phone) - semantic purpose identical",—,—,None,Direct pass-through
PHONE_SESSIONS,NUMBER,PHONE_SESSIONS,SLV_USAGE_MASTER,—,—,DIRECT_MATCH,High,Column names identical both NUMBER type semantic purpose matches,—,—,None,Direct pass-through
INBOUND_PHONE_MS,NUMBER,INBOUND_PHONE_MINS,SLV_USAGE_MASTER,—,—,UNIT_CHANGE,High,Milliseconds to minutes conversion for business reporting,BR-002,—,INBOUND_PHONE_MS / 1000.0 / 60.0,Standard unit conversion
INBOUND_PHONE_MS,NUMBER,DURATION_SEC,SLV_COMBINED_CHANNELS,—,—,UNIT_CHANGE,Medium,Milliseconds to seconds conversion - only inbound calls have duration,BR-003,—,INBOUND_PHONE_MS / 1000.0,[ASSUMPTION] Outbound duration not available
INBOUND_PHONE_MS,NUMBER,PHONE_USAGE,SLV_CONSOLIDATED_USAGE,PHONE_USAGE,GLD_AGGREGATE,UNIT_CHANGE,High,Milliseconds to minutes with aggregation for usage reporting,BR-004,—,"SUM(INBOUND_PHONE_MS) / 1000.0 / 60.0 GROUP BY DATE, ACCOUNT_ID",Aggregate and convert units
INBOUND_PHONE_MS,NUMBER,WEEKLY_PHONE_USAGE,SLV_ROLL_29_DAY_USAGE,—,—,UNIT_CHANGE,Medium,Milliseconds to minutes - requires weekly aggregation logic,BR-004,—,SUM(INBOUND_PHONE_MS) / 1000.0 / 60.0 GROUP BY WEEK,[ASSUMPTION] Weekly window aggregation needed
IS_ACTIVE,BOOLEAN,IS_ACTIVE_ACCOUNT,SLV_CONSOLIDATED_USAGE,—,—,RENAME,Medium,Engagement-level activity mapped to account-level active flag,BR-007,—,IS_ACTIVE AS IS_ACTIVE_ACCOUNT,[ASSUMPTION] Engagement implies account active
IS_ACTIVE,BOOLEAN,IS_ACTIVE_ACCOUNT,SLV_DAILY_METRICS,—,—,RENAME,Medium,Engagement-level activity mapped to account-level active flag,BR-007,—,IS_ACTIVE AS IS_ACTIVE_ACCOUNT,[ASSUMPTION] Engagement implies account active
IS_ACTIVE,BOOLEAN,IS_ACTIVE_ACCOUNT,SLV_MONTHLY_METRICS,—,—,RENAME,Medium,Engagement-level activity mapped to account-level active flag,BR-007,—,IS_ACTIVE AS IS_ACTIVE_ACCOUNT,[ASSUMPTION] Engagement implies account active
IS_ACTIVE,BOOLEAN,IS_ACTIVE_ACCOUNT,SLV_WEEKLY_METRICS,—,—,RENAME,Medium,Engagement-level activity mapped to account-level active flag,BR-007,—,IS_ACTIVE AS IS_ACTIVE_ACCOUNT,[ASSUMPTION] Engagement implies account active
CLUSTER,TEXT,—,—,REGION,GLD_AGGREGATE,SEMANTIC_CHANGE,Medium,AWS cluster regions mapped to business regions via lookup,BR-010,—,"CASE WHEN CLUSTER = 'us-east-1' THEN 'NAMER' WHEN CLUSTER = 'eu-central-1' THEN 'EMEA' WHEN CLUSTER = 'ap-south-1' THEN 'APAC' ELSE 'UNKNOWN' END",[LOW CONFIDENCE] LATAM mapping unclear
CLIENT_TYPE,TEXT,—,—,—,—,NEW_CAPABILITY,N/A,Device/platform dimension not present in PI schema - new FTL capability,—,—,Available for Silver extension,Recommend add to SLV_COMBINED_CHANNELS
OS,TEXT,—,—,—,—,NEW_CAPABILITY,N/A,Operating system dimension not present in PI schema - new FTL capability,—,—,Available for Silver extension,Consider adding to SLV_COMBINED_CHANNELS
ZCC_ACCOUNT_ID,TEXT,—,—,—,—,NEW_CAPABILITY,N/A,ZCC-specific account ID not present in PI schema - relationship to ACCOUNT_ID unclear,—,—,Available for Silver extension,Clarify business purpose before use
—,—,ACCOUNT_FIRST_ACTIVE,SLV_ACCT_FIRST_ACTIVE,—,—,GAP,High,No historical first active date in FTL - requires MIN(DATA_DATE) or lookup table,—,GAP-008,NULL AS ACCOUNT_FIRST_ACTIVE -- Requires historical aggregation,Build dimension table from history
—,—,ACCOUNT_FIRST_ACTIVE,SLV_USAGE_MASTER,—,—,GAP,High,No historical first active date in FTL - requires lookup table,—,GAP-008,NULL AS ACCOUNT_FIRST_ACTIVE -- Requires historical aggregation,Build dimension table from history
—,—,USER_FIRST_ACTIVE,SLV_USER_FIRST_ACTIVE,—,—,GAP,High,No historical first active date in FTL - requires MIN(DATA_DATE) or lookup table,—,GAP-009,NULL AS USER_FIRST_ACTIVE -- Requires historical aggregation,Build dimension table from history
—,—,USER_FIRST_ACTIVE,SLV_USAGE_MASTER,—,—,GAP,High,No historical first active date in FTL - requires lookup table,—,GAP-009,NULL AS USER_FIRST_ACTIVE -- Requires historical aggregation,Build dimension table from history
—,—,REFRESH_TIMESTAMP,SLV_ACCT_FIRST_ACTIVE,—,—,GAP,High,No refresh timestamp in source - use system time,BR-012,—,CURRENT_TIMESTAMP() AS REFRESH_TIMESTAMP,Standard metadata field
—,—,REFRESH_TIMESTAMP,SLV_USER_FIRST_ACTIVE,—,—,GAP,High,No refresh timestamp in source - use system time,BR-012,—,CURRENT_TIMESTAMP() AS REFRESH_TIMESTAMP,Standard metadata field
—,—,ENGAGEMENT_STATUS,SLV_COMBINED_CHANNELS,—,—,GAP,High,No engagement outcome status in FTL source,—,GAP-007,NULL AS ENGAGEMENT_STATUS -- No FTL source available,Confirm if exists in separate system
—,—,SLA_ACHIEVED,SLV_COMBINED_CHANNELS,—,—,GAP,High,No SLA achievement tracking in FTL source,—,GAP-006,NULL AS SLA_ACHIEVED -- No FTL source available,Confirm if exists in separate system
—,—,SLA_ACHIEVED_SESSIONS,SLV_USAGE_MASTER,—,—,GAP,High,No SLA session count in FTL source,—,GAP-006,NULL AS SLA_ACHIEVED_SESSIONS -- No FTL source available,Confirm if exists in separate system
—,—,SOURCE_TABLE,SLV_COMBINED_CHANNELS,—,—,GAP,High,No source table metadata in FTL - hardcode source name,—,—,'BRZ_FTL_AGENT_BASE_AGG' AS SOURCE_TABLE,Hardcoded metadata
—,—,PRODUCT_NAME,SLV_CONSOLIDATED_USAGE,—,—,GAP,Medium,No product dimension in FTL source,—,GAP-014,'ZCC Platform' AS PRODUCT_NAME -- Hardcoded default,Default or derive from metadata
—,—,WINDOW,SLV_CONSOLIDATED_USAGE,—,—,GAP,Medium,No temporal window dimension in FTL - hardcode based on table purpose,BR-011,—,'DAILY' AS WINDOW,[ASSUMPTION] Based on table granularity
—,—,WINDOW,SLV_DAILY_METRICS,—,—,GAP,Medium,No temporal window dimension in FTL - hardcode based on table purpose,BR-011,—,'DAILY' AS WINDOW,[ASSUMPTION] Based on table granularity
—,—,WINDOW,SLV_MONTHLY_METRICS,—,—,GAP,Medium,No temporal window dimension in FTL - hardcode based on table purpose,BR-011,—,'MONTHLY' AS WINDOW,[ASSUMPTION] Based on table granularity
—,—,WINDOW,SLV_WEEKLY_METRICS,—,—,GAP,Medium,No temporal window dimension in FTL - hardcode based on table purpose,BR-011,—,'WEEKLY' AS WINDOW,[ASSUMPTION] Based on table granularity
—,—,ACTIVE_USERS,SLV_CONSOLIDATED_USAGE,—,—,GAP,Medium,Count distinct agents as active users - requires aggregation,BR-008,—,COUNT(DISTINCT AGENT_ID) WHERE IS_ACTIVE = true,[ASSUMPTION] Agents = users
—,—,ACTIVE_USERS,SLV_DAILY_METRICS,—,—,GAP,Medium,Count distinct agents as active users - requires aggregation,BR-008,—,COUNT(DISTINCT AGENT_ID) WHERE IS_ACTIVE = true,[ASSUMPTION] Agents = users
—,—,ACTIVE_USERS,SLV_MONTHLY_METRICS,—,—,GAP,Medium,Count distinct agents as active users - requires aggregation,BR-008,—,COUNT(DISTINCT AGENT_ID) WHERE IS_ACTIVE = true,[ASSUMPTION] Agents = users
—,—,ACTIVE_USERS,SLV_WEEKLY_METRICS,—,—,GAP,Medium,Count distinct agents as active users - requires aggregation,BR-008,—,COUNT(DISTINCT AGENT_ID) WHERE IS_ACTIVE = true,[ASSUMPTION] Agents = users
—,—,CHAT_USAGE,SLV_CONSOLIDATED_USAGE,—,—,GAP,High,No chat metrics in FTL source - only phone/video available,—,GAP-004,NULL AS CHAT_USAGE -- No FTL source available,BLOCKS complete usage reporting
—,—,CHAT_USAGE,SLV_DAILY_METRICS,—,—,GAP,High,No chat metrics in FTL source - only phone/video available,—,GAP-004,NULL AS CHAT_USAGE -- No FTL source available,BLOCKS complete usage reporting
—,—,CHAT_USAGE,SLV_WEEKLY_METRICS,—,—,GAP,High,No chat metrics in FTL source - only phone/video available,—,GAP-004,NULL AS CHAT_USAGE -- No FTL source available,BLOCKS complete usage reporting
—,—,CHAT_SESSIONS,SLV_USAGE_MASTER,—,—,GAP,High,No chat session count in FTL source,—,GAP-005,NULL AS CHAT_SESSIONS -- No FTL source available,BLOCKS complete usage master
—,—,VIDEO_USAGE,SLV_MONTHLY_METRICS,—,—,GAP,High,No video duration metrics in FTL source - only phone available,—,GAP-015,NULL AS VIDEO_USAGE -- No FTL source available,BLOCKS complete usage reporting
—,—,DAILY_CHAT_USAGE,SLV_ROLL_29_DAY_USAGE,—,—,GAP,High,No chat metrics in FTL source,—,GAP-004,NULL AS DAILY_CHAT_USAGE -- No FTL source available,BLOCKS table functionality
—,—,IS_PAID_USER,SLV_ROLL_29_DAY_USAGE,—,—,GAP,High,No payment/subscription status in FTL source,—,GAP-010,NULL AS IS_PAID_USER -- No FTL source available,Source from subscription system
—,—,ACTIVE_DAYS_LAST_7,SLV_ROLL_29_DAY_USAGE,—,—,GAP,High,No historical activity tracking for rolling windows in FTL source,—,GAP-011,NULL AS ACTIVE_DAYS_LAST_7 -- No FTL source available,BLOCKS table functionality
—,—,ACTIVE_DAYS_LAST_28,SLV_ROLL_29_DAY_USAGE,—,—,GAP,High,No historical activity tracking for rolling windows in FTL source,—,GAP-012,NULL AS ACTIVE_DAYS_LAST_28 -- No FTL source available,BLOCKS table functionality
—,—,ACTIVE_1_DAY_L7,SLV_USER_ACTIVE_DAYS,—,—,GAP,High,No activity cohort segmentation data in FTL source,—,GAP-013,NULL AS ACTIVE_1_DAY_L7 -- No FTL source available,BLOCKS table functionality
—,—,ACTIVE_4_7_DAYS_L7,SLV_USER_ACTIVE_DAYS,—,—,GAP,High,No activity cohort segmentation data in FTL source,—,GAP-013,NULL AS ACTIVE_4_7_DAYS_L7 -- No FTL source available,BLOCKS table functionality
—,—,ACTIVE_1_DAY_L28,SLV_USER_ACTIVE_DAYS,—,—,GAP,High,No activity cohort segmentation data in FTL source,—,GAP-013,NULL AS ACTIVE_1_DAY_L28 -- No FTL source available,BLOCKS table functionality
—,—,ACTIVE_16PLUS_DAYS_L28,SLV_USER_ACTIVE_DAYS,—,—,GAP,High,No activity cohort segmentation data in FTL source,—,GAP-013,NULL AS ACTIVE_16PLUS_DAYS_L28 -- No FTL source available,BLOCKS table functionality
—,—,USERS_ACTIVE_1_DAY,SLV_DAILY_METRICS,—,—,GAP,High,No activity day tracking in FTL source,—,GAP-016,NULL AS USERS_ACTIVE_1_DAY -- No FTL source available,Incomplete metric set
—,—,USERS_ACTIVE_4_7_DAYS,SLV_WEEKLY_METRICS,—,—,GAP,High,No activity day tracking in FTL source,—,GAP-016,NULL AS USERS_ACTIVE_4_7_DAYS -- No FTL source available,Incomplete metric set
—,—,USERS_ACTIVE_16PLUS_DAYS,SLV_MONTHLY_METRICS,USERS_ACTIVE_16PLUS_DAYS,GLD_AGGREGATE,GAP,High,No historical activity tracking in FTL - requires daily user activity aggregation,—,GAP-003,NULL AS USERS_ACTIVE_16PLUS_DAYS -- No FTL source available,CRITICAL Blocks Gold migration
—,—,—,—,SEGMENT,GLD_AGGREGATE,GAP,High,No customer segmentation dimension in FTL source - requires account master or CRM integration,—,GAP-001,NULL AS SEGMENT -- No FTL source available,CRITICAL Blocks Gold migration
—,—,—,—,IS_LICENSED,GLD_AGGREGATE,GAP,High,No licensing status in FTL source - requires subscription/billing system integration,—,GAP-002,NULL AS IS_LICENSED -- No FTL source available,CRITICAL Blocks Gold migration
—,—,—,—,ACTIVE_ACCOUNTS,GLD_AGGREGATE,GAP,High,Derivable via COUNT(DISTINCT ACCOUNT_ID) but depends on REGION mapping,BR-009,—,"COUNT(DISTINCT ACCOUNT_ID) WHERE IS_ACTIVE = true GROUP BY DATE, REGION",Depends on BR-010 region mapping
